iter	MultiClass
162	0.6395494058
163	0.6389225084
164	0.638041029
165	0.6373561823
166	0.6367351191
167	0.6359497095
168	0.6351422418
169	0.6342615246
170	0.633543943
171	0.632734981
172	0.6324493519
173	0.6318162331
174	0.6310524034
175	0.630390686
176	0.6295776103
177	0.628925543
178	0.6283387689
179	0.6279283471
180	0.6269941164
181	0.6261345869
182	0.6257440893
183	0.6250917641
184	0.6245482166
185	0.6242758997
186	0.6237288063
187	0.6231740085
188	0.6225850412
189	0.6220509218
190	0.6213870512
191	0.6212006232
192	0.6208412097
193	0.6202996076
194	0.619708749
195	0.6192518852
196	0.6187861071
197	0.6177235929
198	0.6171260069
199	0.616579009
200	0.6159018775
201	0.6154996437
202	0.6149691178
203	0.6142352043
204	0.6132504196
205	0.6127027963
206	0.61215425
207	0.6115908491
208	0.6108356565
209	0.6106000676
210	0.6103537614
211	0.6098950517
212	0.6092424119
213	0.6087379301
214	0.6081327825
215	0.6075686184
216	0.6069220038
217	0.6064416461
218	0.6060835987
219	0.6056067546
220	0.6051580026
221	0.6046942389
222	0.6041567652
223	0.6033074682
224	0.6027667247
225	0.6023495432
226	0.6017643565
227	0.6014308801
228	0.6008417088
229	0.6002062348
230	0.5992508607
231	0.5986584864
232	0.5977991976
233	0.5969138981
234	0.5960833913
235	0.5955988506
236	0.595090777
237	0.5946141546
238	0.5943213251
239	0.5940538205
240	0.593879151
241	0.5933771258
242	0.5926584121
243	0.5921252575
244	0.5914912298
245	0.590913587
246	0.5904963493
247	0.5899346009
248	0.5893635231
249	0.5888304514
250	0.5883851343
251	0.5878609326
252	0.5870142337
253	0.5866968559
254	0.5860339455
255	0.5856534
256	0.5852089876
257	0.5845384245
258	0.5841160143
259	0.5836180237
260	0.5832460318
261	0.5828880699
262	0.5822616479
263	0.5816841076
264	0.5809449871
265	0.5803354962
266	0.5800464298
267	0.579587077
268	0.5791080749
269	0.5785148893
270	0.5779877965
271	0.5776447987
272	0.5769667827
273	0.576218068
274	0.5757649255
275	0.5754139458
276	0.5749377704
277	0.5744637805
278	0.5740011619
279	0.5735171073
280	0.5728456657
281	0.5723309189
282	0.571929845
283	0.5716118893
284	0.571189356
285	0.5704065319
286	0.5700999095
287	0.5695725211
288	0.5690631581
289	0.5686538888
290	0.5681498176
291	0.5678081622
292	0.5674838936
293	0.5670778167
294	0.5665372613
295	0.5656151538
296	0.5652419802
297	0.5649352503
298	0.5645465802
299	0.5641408353
300	0.5637816176
301	0.5630482608
302	0.5624963735
303	0.5620769349
304	0.561611265
305	0.5610940503
306	0.5605497396
307	0.5600858373
308	0.5596417586
309	0.5591463288
310	0.5586026853
311	0.5580351193
312	0.5576695182
313	0.5571350991
314	0.5567386967
315	0.556468698
316	0.5560266107
317	0.555673561
318	0.5553439971
319	0.5547587695
320	0.5540064914
321	0.5536285121
322	0.553238327
323	0.5527732867
324	0.5524872008
325	0.5519847229
326	0.55166669
327	0.5510455977
328	0.5505891726
329	0.5502806674
330	0.5497617437
331	0.5490539774
332	0.5485844068
333	0.548240099
334	0.5479320307
335	0.5473915164
336	0.547101953
337	0.5465601051
338	0.5458791977
339	0.5452381272
340	0.5449361511
341	0.5443303516
342	0.5437527942
343	0.5434034654
344	0.542979967
345	0.5424552754
346	0.5421354419
347	0.5418805582
348	0.5413357437
349	0.540815979
350	0.5402962067
351	0.5398210216
352	0.5393498768
353	0.5387636245
354	0.53818442
355	0.5378188997
356	0.5373304281
357	0.5370597328
358	0.5365060581
359	0.5361922871
360	0.535792781
361	0.5354299219
362	0.5349378335
363	0.5342492137
364	0.5337862736
365	0.5330076442
366	0.5326650509
367	0.5324889192
368	0.5320668228
369	0.5318270014
370	0.5315107819
371	0.5310376876
372	0.5304544486
373	0.5297517292
374	0.529356376
375	0.5289549292
376	0.5283734428
377	0.5281008987
378	0.5277955496
379	0.5275066702
380	0.5272984076
381	0.5269969874
382	0.5266410894
383	0.5263811263
384	0.5260973585
385	0.5257843208
386	0.5253811144
387	0.5249652884
388	0.5244663939
389	0.5241125277
390	0.5233993521
391	0.522962946
392	0.5225455549
393	0.5221767623
394	0.5218096976
395	0.5213482299
396	0.5207829056
397	0.5204603894
398	0.519616674
399	0.519377396
400	0.5188769736
401	0.5185287698
402	0.5182339641
403	0.5179180477
404	0.5175787227
405	0.517030454
406	0.5164383029
407	0.5160086314
408	0.5156599665
409	0.5152933279
410	0.5147404917
411	0.514318685
412	0.5139543046
413	0.5134616402
414	0.5129708983
415	0.5124749475
416	0.5121600547
417	0.5119533507
418	0.5115739824
419	0.5112940774
420	0.510883977
421	0.5104745567
422	0.5101978952
423	0.5098357197
424	0.5095022519
425	0.5090420933
426	0.508566328
427	0.5082125571
428	0.5078397725
429	0.5073124227
430	0.5070617202
431	0.5067064174
432	0.5062562055
433	0.5056902597
434	0.5052549163
435	0.5050442883
436	0.5046200882
437	0.504250241
438	0.5039310859
439	0.5035121062
440	0.5033251754
441	0.5029021457
442	0.5022987794
443	0.501853803
444	0.5016114598
445	0.5012729123
446	0.5005795898
447	0.5002637425
448	0.4997370264
449	0.4992820512
450	0.4990296076
451	0.4988110317
452	0.4985098816
453	0.4981343408
454	0.497508811
455	0.4971738793
456	0.4968328706
457	0.496409447
458	0.4960102121
459	0.4957515573
460	0.4954762619
461	0.4952523159
462	0.4949641092
463	0.4946306426
464	0.494205518
465	0.4938710364
466	0.4935378803
467	0.493117934
468	0.4926461291
469	0.4922870826
470	0.4920073888
471	0.4916198179
472	0.4912761075
473	0.4910000136
474	0.4906153988
475	0.4903331247
476	0.4901500617
477	0.4895695613
478	0.4893082694
479	0.4889134267
480	0.4885853593
481	0.487842564
482	0.4874961956
483	0.4872849912
484	0.4868508141
485	0.4865634106
486	0.4862772472
487	0.4859554501
488	0.4852009872
489	0.4849607761
490	0.4847388194
491	0.4845217092
492	0.483980069
493	0.483687831
494	0.4832795622
495	0.4828603835
496	0.4825882493
497	0.4824435345
498	0.4820291916
499	0.4816490175
500	0.4814057394
501	0.4811999097
502	0.480868217
503	0.4805935741
504	0.4802402342
505	0.4799643808
506	0.4797267674
507	0.47937023
508	0.4790886657
509	0.4787549327
510	0.4782590823
511	0.4779506559
512	0.4774190287
513	0.4771705288
514	0.4767555253
515	0.4764599218
516	0.4761666043
517	0.4760351751
518	0.4755772111
519	0.4752329272
520	0.4748121747
521	0.4744435728
522	0.4738948719
523	0.4736117776
524	0.4734672287
525	0.4731483055
526	0.4725635771
527	0.4719498544
528	0.471631258
529	0.4714666545
530	0.4711515522
531	0.4708628739
532	0.4706084427
533	0.4702664072
534	0.4697780095
535	0.4696069851
536	0.4691236918
537	0.4686875568
538	0.4684262966
539	0.468134117
540	0.4677967771
541	0.4674570061
542	0.4671877359
543	0.4666705473
544	0.4662464973
545	0.4659980919
546	0.4653929056
547	0.4650825517
548	0.4648406145
549	0.4644371104
550	0.4640192706
551	0.4637992265
552	0.4635225563
553	0.4632684448
554	0.4628720043
555	0.4623828991
556	0.4620275226
557	0.461835172
558	0.4611468893
559	0.4606406512
560	0.4604455849
561	0.4600211249
562	0.459777818
563	0.459520664
564	0.4592763396
565	0.4589607067
566	0.458581089
567	0.4581972347
568	0.4580193086
569	0.4576616507
570	0.4574166293
571	0.4571041263
572	0.45667192
573	0.456299314
574	0.4560256067
575	0.4557277288
576	0.4551691162
577	0.4549976621
578	0.4545343842
579	0.4542051815
580	0.4539545963
581	0.4537508606
582	0.4534074929
583	0.4531858114
584	0.452930566
585	0.4525942402
586	0.4523052292
587	0.4519108614
588	0.4515711211
589	0.4513317074
590	0.4509646897
591	0.4505562418
592	0.4501903235
593	0.4499131134
594	0.4495948058
595	0.4493069033
596	0.4488156544
597	0.4484987044
598	0.4481003279
599	0.4473047347
600	0.4469780809
601	0.4467150501
602	0.446302204
603	0.4458935637
604	0.4456189214
605	0.4452825743
606	0.4448656601
607	0.4445843167
608	0.4441986218
609	0.4439200301
610	0.4436818161
611	0.4429214564
612	0.4426553114
613	0.4423884496
614	0.4421456786
615	0.4420128583
616	0.4417696863
617	0.441339538
618	0.4409038635
619	0.440537453
620	0.4402499203
621	0.4398677978
622	0.4393012907
623	0.4389797246
624	0.4387116735
625	0.4385242372
626	0.4381104363
627	0.4376668394
628	0.4373609407
629	0.437209829
630	0.4369791549
631	0.4367353263
632	0.4365904502
633	0.4360535402
634	0.4356527814
635	0.4353926444
636	0.4352481218
637	0.435015154
638	0.4347161048
639	0.4344651688
640	0.434276631
641	0.4340632506
642	0.4337941375
643	0.4333713842
644	0.4331474238
645	0.4326795408
646	0.4320434995
647	0.4317608638
648	0.431690029
649	0.4313791499
650	0.4311223211
651	0.4308592765
652	0.4305739063
653	0.4302618658
654	0.4300714925
655	0.429742637
656	0.4294265413
657	0.4292042978
658	0.4288608903
659	0.4285227147
660	0.4280358723
661	0.4274696838
662	0.4272094682
663	0.4269512748
664	0.4265340417
665	0.4262489646
666	0.4259153976
667	0.425735688
668	0.4254069416
669	0.4252624719
670	0.4249881566
671	0.424789052
672	0.4246227846
673	0.4244626829
674	0.4242102405
675	0.4239447126
676	0.4235132617
677	0.4232843681
678	0.4231739088
679	0.4228393927
680	0.4226725826
681	0.4221655339
682	0.4218547742
683	0.4216543231
684	0.4214056427
685	0.4211790351
686	0.4208768308
687	0.4206449047
688	0.4203215508
689	0.4199385213
690	0.419711926
691	0.4195049835
692	0.4192539353
693	0.4190936839
694	0.4186495723
695	0.4184030233
696	0.4181961062
697	0.4179730181
698	0.4176659909
699	0.4173365699
700	0.417007825
701	0.4169001499
702	0.4163203017
703	0.4160796868
704	0.4157792385
705	0.4155416689
706	0.4154246428
707	0.4151781515
708	0.4149208849
709	0.4145653967
710	0.4142323378
711	0.414080041
712	0.4139257855
713	0.4137772743
714	0.4135424373
715	0.413324283
716	0.4131146143
717	0.4127874887
718	0.4124326106
719	0.4121302847
720	0.4117706982
721	0.4114789479
722	0.411330755
723	0.4110656382
724	0.4108216333
725	0.4104471356
726	0.4101885642
727	0.4101056799
728	0.4098535559
729	0.4096577193
730	0.4093521248
731	0.409031299
732	0.408726267
733	0.4084025463
734	0.4081639766
735	0.4080346267
736	0.4077639314
737	0.4074619786
738	0.4071048327
739	0.4067860044
740	0.4066023111
741	0.4063245506
742	0.4061807581
743	0.4060175401
744	0.4058277557
745	0.4053043603
746	0.4050491233
747	0.4046632673
748	0.4043487528
749	0.4037696225
750	0.4034319501
751	0.4032626629
752	0.4029657945
753	0.4027230185
754	0.4022828201
755	0.4019579231
756	0.401762504
757	0.4015895276
758	0.4012078484
759	0.4008913721
760	0.4005730285
761	0.4004149688
762	0.3999580651
763	0.3995128721
764	0.3992710451
765	0.3990621542
766	0.3987042222
767	0.3984962468
768	0.3982543129
769	0.3980355833
770	0.3977877161
771	0.3974184183
772	0.3973074995
773	0.396836027
774	0.396583361
775	0.3963363762
776	0.3960186073
777	0.3956774439
778	0.3955090783
779	0.3953492513
780	0.3950907777
781	0.3948108145
782	0.3945583785
783	0.3943265409
784	0.3941333163
785	0.3939287433
786	0.3936026553
787	0.3931570499
788	0.3929319388
789	0.3927902341
790	0.3925663697
791	0.3923753938
792	0.3922383558
793	0.3920335374
794	0.3917612602
795	0.3915062937
796	0.3912926151
797	0.3908656619
798	0.3906023916
799	0.3904781127
800	0.3902732789
801	0.3899469675
802	0.3897748342
803	0.3895197413
804	0.389255319
805	0.3890148527
806	0.3886793706
807	0.3884639625
808	0.388302501
809	0.3881625606
810	0.3879612859
811	0.387656625
812	0.3873008293
813	0.3869881004
814	0.3866831196
815	0.3865493777
816	0.3863229193
817	0.3861524876
818	0.3858562752
819	0.385591611
820	0.385320448
821	0.385101177
822	0.3848187056
823	0.3845222029
824	0.3842425748
825	0.3840821935
826	0.3837804746
827	0.3837045687
828	0.3834978452
829	0.3832291197
830	0.3829341149
831	0.3827876674
832	0.3826351186
833	0.3824453562
834	0.3821938216
835	0.3819729181
836	0.3816950784
837	0.381553523
838	0.3813376749
839	0.380979048
840	0.3806570661
841	0.3803763597
842	0.3800049082
843	0.3797556505
844	0.3796119332
845	0.3792845999
846	0.3790568021
847	0.378844655
848	0.3785530445
849	0.3781415163
850	0.3778110511
851	0.3776041967
852	0.3774361196
853	0.3771866578
854	0.3770441162
855	0.3768404886
856	0.3766576316
857	0.3764755406
858	0.3762594783
859	0.3760703685
860	0.3759814484
861	0.3756295249
862	0.3754745416
863	0.3753716216
864	0.3751695915
865	0.3749952076
866	0.3747730616
867	0.3745788902
868	0.3744168555
869	0.3741017417
870	0.3736358672
871	0.3733937642
872	0.373122951
873	0.3725437656
874	0.372208085
875	0.3719793946
876	0.3718605193
877	0.3715989672
878	0.3714430662
879	0.3712409927
880	0.3708212751
881	0.3705703353
882	0.3702640756
883	0.3699741268
884	0.3696370317
885	0.3694223933
886	0.3692232323
887	0.3688508136
888	0.3687070047
889	0.3685421554
890	0.3683994257
891	0.3682142994
892	0.3680752048
893	0.3677321187
894	0.3675134131
895	0.3674150454
896	0.3671554866
897	0.3668271963
898	0.3665947463
899	0.3663114399
900	0.3660870683
901	0.3658213567
902	0.3654818357
903	0.3652867125
904	0.3649394385
905	0.3647344099
906	0.3643488055
907	0.3641406184
908	0.3638192296
909	0.3636019302
910	0.3633415532
911	0.3630377434
912	0.3627465825
913	0.3623679312
914	0.3621028911
915	0.3619203264
916	0.3617371092
917	0.3615524052
918	0.3612994777
919	0.3609858725
920	0.3607592106
921	0.3605867896
922	0.3602808287
923	0.3600812718
924	0.3598855003
925	0.3596629227
926	0.3595487738
927	0.3594070667
928	0.3591761852
929	0.3589893103
930	0.3587152802
931	0.3584446518
932	0.3582734862
933	0.3581058882
934	0.3579329225
935	0.3576625946
936	0.3574827645
937	0.3573475323
938	0.3569640713
939	0.3567594063
940	0.3564126578
941	0.3562028817
942	0.3560694461
943	0.3558301335
944	0.3555856397
945	0.3554291498
946	0.3551557874
947	0.3548514306
948	0.3546882737
949	0.3544451423
950	0.3542621239
951	0.3541110693
952	0.353891859
953	0.3535352727
954	0.3532579114
955	0.353074294
956	0.3529377388
957	0.3527940828
958	0.3526101445
959	0.3524060653
960	0.3522286062
961	0.3520379107
962	0.3517723117
963	0.3514536677
964	0.3512638945
965	0.3511353096
966	0.3509011422
967	0.3506765879
968	0.3504880699
969	0.3504092168
970	0.3501478023
971	0.3499948797
972	0.3498123393
973	0.3495846486
974	0.3492411753
975	0.348881743
976	0.3487474182
977	0.3485218541
978	0.3482429382
979	0.3479260935
980	0.3477249965
981	0.3474834702
982	0.3472204374
983	0.347073751
984	0.3468906127
985	0.3466578283
986	0.3464680361
987	0.3462596725
988	0.346032207
989	0.3458431266
990	0.3456651623
991	0.3453705426
992	0.3451292988
993	0.3448700882
994	0.3446418106
995	0.344391988
996	0.3441832268
997	0.343900059
998	0.3437691098
999	0.3436385014
